DateTime,Entries,UniqueIPs
1497398203,2251,2251
1497420089,2250,2250
1497442100,2251,2251
1497463948,2248,2248
1497485807,2240,2240
1497507855,2268,2268
1497529715,2262,2262
1497551749,3090,3090
1497573621,3079,3079
1497595729,3064,3064
1497617571,3032,3032
1497639777,1871,1871
1497661713,1871,1871
1497683638,1875,1875
1497705635,1874,1874
1497727708,1872,1872
1497749590,1870,1870
1497771643,1866,1866
1497793716,1859,1859
1497815790,1857,1857
1497837728,1856,1856
1497860015,1861,1861
1497882074,2143,2143
1497904102,2178,2178
1497925991,2183,2183
1497948028,2187,2187
1497970140,2208,2208
1497992227,2209,2209
1498014184,2217,2217
1498036114,2219,2219
1498057967,2229,2229
1498080046,2231,2231
1498102133,2242,2242
1498124194,2288,2288
1498146275,2291,2291
1498168150,2281,2281
1498190188,3142,3142
1498223361,2102,2102
1498245438,2074,2074
1498267576,2075,2075
1498300592,2053,2053
1498322466,2048,2048
1498344797,2053,2053
1498378153,2055,2055
1498400177,2055,2055
1498422045,2055,2055
1498444123,2080,2080
1498477013,2078,2078
1498498890,1717,1717
1498520918,1721,1721
1498542788,1709,1709
1498575914,1672,1672
1498597945,1657,1657
1498620068,1590,1590
1498653406,1643,1643
1498675514,1674,1674
1498697444,1753,1753
1498719408,1766,1766
1498752294,1764,1764
1498774390,2199,2199
1498796263,2209,2209
1498818256,2211,2211
1498840113,2225,2225
1498872982,2241,2241
1498894840,2249,2249
1498916683,2245,2245
1498938759,2241,2241
1498960602,2240,2240
1498993770,2231,2231
1499015782,2232,2232
1499037643,2229,2229
1499059766,2236,2236
1499081791,2236,2236
1499103874,2244,2244
1499126008,2249,2249
1499148130,2265,2265
1499170142,2269,2269
1499192188,2282,2282
1499214044,2292,2292
1499236090,2289,2289
1499269150,2196,2196
1499291058,2170,2170
1499313079,2147,2147
1499335011,2101,2101
1499357130,2107,2107
1499379151,1666,1666
1499401011,1679,1679
1499423048,1679,1679
1499444905,1672,1672
1499466750,1670,1670
1499488840,1662,1662
1499510924,1662,1662
1499533016,1667,1667
1499554908,1668,1668
1499576909,1645,1645
1499598757,1655,1655
1499620879,1659,1659
1499642900,1662,1662
1499664752,1602,1602
1499686845,1603,1603
1499708914,1599,1599
1499731004,1595,1595
1499765745,1582,1582
1499788316,1576,1576
1499810220,1568,1568
1499843622,1578,1578
1499865922,1583,1583
1499887945,1581,1581
1499910033,1669,1669
1499931875,1663,1663
1499953981,1653,1653
1499975832,1653,1653
1499997679,1671,1671
1500019717,1677,1677
1500041794,2059,2059
1500063639,2053,2053
1500085731,2052,2052
1500107811,2054,2054
1500129860,2053,2053
1500151711,2054,2054
1500173568,2059,2059
1500195713,2034,2034
1500217897,2063,2063
1500239802,2051,2051
1500261865,2049,2049
1500283972,2042,2042
1500306048,2333,2333
1500328359,2333,2333
1500350483,2332,2332
1500372510,2316,2316
1500394366,2308,2308
1500416439,2308,2308
1500438520,2312,2312
1500460396,2300,2300
1500482414,2296,2296
1500504263,2300,2300
1500526119,2251,2251
1500548009,2251,2251
1500570109,2250,2250
1500592114,2252,2252
1500614179,2245,2245
1500636045,2196,2196
1500658126,2202,2202
1500680216,2199,2199
1500702364,2195,2195
1500724388,2190,2190
1500746486,2186,2186
1500768503,2181,2181
1500790623,2187,2187
1500812698,2187,2187
1500834775,2188,2188
1500856836,2205,2205
1500878694,2258,2258
1500900756,2255,2255
1500922914,1974,1974
1500944930,1963,1963
1500966775,1939,1939
1500988842,1941,1941
1501010904,1940,1940
1501032752,1952,1952
1501054824,1945,1945
1501076682,1946,1946
1501098760,1947,1947
1501120901,1935,1935
1501142901,1935,1935
1501164741,1938,1938
1501186614,1936,1936
1501208697,1937,1937
1501230750,1942,1942
1501252826,1937,1937
1501274681,1940,1940
1501296826,1946,1946
1501318948,1945,1945
1501340930,1966,1966
1501362986,1977,1977
1501385074,1974,1974
1501407151,1357,1357
1501429016,1441,1441
1501451131,1911,1911
1501473131,1910,1910
1501494998,1924,1924
1501516856,1951,1951
1501538698,1961,1961
1501560762,1923,1923
1501582856,1959,1959
1501604970,1977,1977
1501626993,1991,1991
1501649066,1985,1985
1501670918,1993,1993
1501692997,1626,1626
1501714896,1628,1628
1501736974,1625,1625
1501759003,1623,1623
1501780846,1622,1622
1501803006,1622,1622
1501825007,1619,1619
1501847055,1624,1624
1501868927,1635,1635
1501890783,1687,1687
1501912975,1690,1690
1501934948,1690,1690
1501957256,1691,1691
1501979303,1691,1691
1502001202,1711,1711
1502023219,1709,1709
1502045326,1699,1699
1502067387,1705,1705
1502089275,1706,1706
1502111327,1682,1682
1502133170,1670,1670
1502155484,1675,1675
1502177575,1653,1653
1502199634,1616,1616
1502221719,1603,1603
1502243802,1587,1587
1502265789,1588,1588
1502287689,1569,1569
1502309566,1782,1782
1502331417,1770,1770
1502353470,1757,1757
1502375551,1750,1750
1502397645,1801,1801
1502419713,1798,1798
1502441569,1803,1803
1502463704,1816,1816
1502485726,1828,1828
1502507807,1833,1833
1502529658,1838,1838
1502551716,1846,1846
1502573571,1844,1844
1502595658,1824,1824
1502617713,1814,1814
1502639817,1819,1819
1502661862,1806,1806
1502683986,1813,1813
1502706036,1812,1812
1502728152,1813,1813
1502750459,1820,1820
1502772505,1812,1812
1502794378,1808,1808
1502816476,1812,1812
1502838505,1811,1811
1502860476,1810,1810
1502882462,1813,1813
1502904507,1816,1816
1502926443,1817,1817
